repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(Accuracy),CV_list(Precision),CV_list(Recall),CV_list(F1),CV_list(AUC)
30,0.8232258064516128,0.6457927943320108,0.7123408481116331,0.6614675272347655,0.7620405025346383,"[0.8193548387096774, 0.864516129032258, 0.8, 0.8387096774193549, 0.8, 0.8387096774193549, 0.8129032258064516, 0.8516129032258064, 0.864516129032258, 0.832258064516129, 0.8387096774193549, 0.8129032258064516, 0.8580645161290322, 0.8387096774193549, 0.7870967741935484, 0.7677419354838709, 0.8387096774193549, 0.8516129032258064, 0.7935483870967742, 0.8258064516129032, 0.832258064516129, 0.7677419354838709, 0.8387096774193549, 0.832258064516129, 0.7870967741935484, 0.8258064516129032, 0.8064516129032258, 0.8387096774193549, 0.832258064516129, 0.8]","[0.6582321187584346, 0.7409420289855072, 0.6469421101774043, 0.6486042692939245, 0.636604774535809, 0.6833651399491094, 0.6277947154471545, 0.6698139025725233, 0.7343470483005367, 0.6415384615384616, 0.6457000710732054, 0.6370417732310316, 0.6301703163017032, 0.6092592592592593, 0.6535145888594165, 0.599339430894309, 0.6353311439518337, 0.6615612648221344, 0.6040396341463414, 0.626, 0.63, 0.6262626262626263, 0.6593333333333333, 0.653225806451613, 0.6095238095238096, 0.6539408866995073, 0.6352896341463414, 0.6486042692939245, 0.6426666666666666, 0.6247947454844007]","[0.8163219424460432, 0.7326653944020356, 0.7237029140014215, 0.7441546762589928, 0.7778776978417266, 0.6898880105401844, 0.7144075021312872, 0.779001798561151, 0.7588932806324111, 0.6780185758513931, 0.6518518518518519, 0.595855694692904, 0.6443345323741008, 0.6257459505541347, 0.7208969465648856, 0.6243638676844784, 0.7505065856129687, 0.698905109489051, 0.666058394160584, 0.725, 0.7469604863221885, 0.7664109121909632, 0.754688832054561, 0.7510656436487639, 0.6865369018653691, 0.7083333333333334, 0.6972222222222222, 0.7441546762589928, 0.7405575539568345, 0.6558441558441558]","[0.6860532407407407, 0.7366717903082275, 0.6668053533042091, 0.6750524109014675, 0.6573975044563279, 0.6865140360812232, 0.6485260770975056, 0.7010482180293501, 0.7454844006568144, 0.6556732740943267, 0.6486535497325234, 0.6084835815695497, 0.636615515771526, 0.6163746163746164, 0.6712936186620397, 0.6077052868391452, 0.6624858461806463, 0.6767612657539215, 0.6184615384615384, 0.649056603773585, 0.6556732740943267, 0.6370967741935484, 0.6865140360812232, 0.6795483460559796, 0.6244769106526686, 0.6727656579873329, 0.6533989266547406, 0.6750524109014675, 0.6681488801054019, 0.6362328715269892]","[0.8183453237410072, 0.7786259541984732, 0.7825159914712153, 0.7589928057553957, 0.7985611510791366, 0.7170619235836627, 0.7826086956521738, 0.8817446043165468, 0.7855731225296443, 0.7523219814241486, 0.7151851851851851, 0.6082289803220037, 0.7176258992805755, 0.6647485080988917, 0.7989821882951653, 0.7119910941475827, 0.7811550151975684, 0.7613544201135442, 0.6717356042173561, 0.8292857142857142, 0.7993920972644377, 0.7640664961636828, 0.8137254901960784, 0.838235294117647, 0.7289132197891323, 0.7225925925925925, 0.7798148148148148, 0.7873201438848921, 0.7774280575539569, 0.7330827067669172]"
